문서ID,도메인,제목,제안등급(목표),룰,LLM,S,V,M,곱,근거요약,검수자_확정등급,검수자_사유,검수자명
G500-S3-026,finance,2024년도 [가상기업A] 주주 배당금 분배 방안 검토 보고서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 내부 검토 단계로 외부에 공개되지 않음(1점), 경제적 유용성(V)은 주주환원 전략과 재무 계획에 영향을 미치는 중요한 정보(2점), 비밀관리성(",,,
G500-S3-027,tech,"가상기업A, AI 기반 클라우드 플랫폼 '스마트클라우드' 공식 출시",S3(3급공개),S1,S3,0,1,0,0,"문서는 기업의 공식 출시 발표로, 이미 외부에 공개된 정보로 비공지성(S)은 0점이며, 경제적 유용성(V)은 제품 기능 및 시장 전략 등이 포함되어 1점, 비밀관",,,
G500-S3-028,mixed,2024 Q3 신제품 출시 관련 회의록,S3(3급공개),S1,S2,1,1,1,1,"문서는 신제품 출시 일정, 마케팅 전략, 예산 확보 방안 등 내부 회의 내용을 담고 있으나, 외부에 공개되지 않았으며 제한된 인원(마케팅·R&D·재무팀)에게만 공",,,
G500-S3-029,business,2024년 제4분기 신규 서비스 출시 계획,S3(3급공개),S1,S1,1,2,2,4,"문서는 출시 예정인 AI 기반 고객 분석 플랫폼의 상세한 기술 구현, 가격 정책, 출시 일정 등 경제적 가치가 높은 정보를 담고 있으며, 내부 관리가 철저히 이루",,,
G500-S3-031,tech,AI Speech Recognition System Test Report for Q4 20,S3(3급공개),S3,S1,1,2,2,4,"테스트 결과와 성능 지표 등 경쟁력 있는 기술 정보로 경제적 가치가 높고, 외부 협력사와 공유되나 승인된 자에 한해 공개되어 비밀관리성이 보장됨",,,
G500-S3-032,mixed,사내 협업 워크숍 개최 안내,S3(3급공개),S2,S2,1,1,1,1,"내부 워크숍 일정 및 참석자 정보로, 경제적 가치는 낮으나 내부 관리가 이루어짐",,,
G500-S3-033,business,2024 Q3 사업 확장 전략 보고서 (가상기업A),S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부 공유(1점)로 계산되어 S",,,
G500-S3-034,finance,2023년도 반기 재무 성과 및 향후 계획 보고서,S3(3급공개),S1,S2,1,2,1,2,"문서는 재무 성과, 향후 전략, 투자 계획 등 경제적 가치가 있는 정보를 포함하지만, 외부 공개 여부가 명시되지 않아 비공지성은 중간 수준이며, 내부 관리가 이루",,,
G500-S3-035,tech,AI 기반 고객 분석 플랫폼 개발 프로젝트 요약 보고서,S3(3급공개),S3,S2,1,2,1,2,"비공개된 기술적 성과와 높은 경제적 가치, 제한된 내부 공유로 인해 2급 대외비로 분류",,,
G500-S3-037,business,2024년 제4분기 신규 서비스 론칭 계획서,S3(3급공개),S2,S1,2,2,1,4,"비공개된 미래 서비스 계획과 경제적 전망, 투자 규모 등 고유한 정보로 경제적 가치가 높고, 내부 관리가 이루어졌으나 외부 공개 여부는 명시되지 않아 비밀관리성은",,,
G500-S3-038,finance,2024년 상반기 주식 발행 계획안,S3(3급공개),S3,S2,1,1,1,1,"문서는 공개 예정이지만 현재는 내부 계획으로, 경제적 가치와 비밀관리성은 중간 수준이다.",,,
G500-S3-039,tech,AI 기반 고객상담 시스템 설계 개요,S3(3급공개),S1,TS,2,2,2,8,"개발 중인 AI 시스템의 고도화된 기술 구조와 경쟁력 있는 성능 지표(95% 정확도)가 경제적 가치를, 외부 기관과의 공동 연구 및 보안 관리 체계가 비밀관리성을",,,
G500-S3-040,mixed,2024년 상반기 신제품 출시 관련 내부 협의 보고서,S3(3급공개),S1,S1,1,2,2,4,"문서는 경영진 승인을 위한 최종 검토 자료로, 외부에 공개되지 않았으나 내부 관리자에게 공유되었으며, 신제품의 기술 스펙과 마케팅 전략 등 경제적 가치가 높은 정",,,
G500-S3-041,business,2024년 Q3 신규 시장 진출 전략 및 사업 확장 계획,S3(3급공개),S3,S1,2,2,1,4,"해외 진출 전략, 매출 목표, 투자금, 파트너십 조건 등 경제적 가치가 높고, 비공개 정보로 외부에 공개되지 않았으나 협력사 등 일부에 공유된 것으로 보여 비밀관",,,
G500-S3-042,finance,2023년도 상반기 재무 실적 및 향후 전략 보고서,S3(3급공개),S3,S1,1,2,2,4,"문서는 내부 경영 성과, 자금 조달 계획, 해외 확장 전략 등 경제적 가치가 높은 정보를 포함하며, 비공개 상태로 관리되고 있음.",,,
G500-S3-043,tech,AI 스피치 인식 시스템 테스트 보고서 (2023 Q3),S3(3급공개),S3,S2,1,2,1,2,"비공개된 테스트 결과로 경제적 가치가 높으나, 내부 부서에 한해 공유되어 비밀관리성은 중간 수준",,,
G500-S3-045,business,2024 Q3 사업 확장 전략 보고서,S3(3급공개),S2,S2,1,2,1,2,"비공지성(S)은 전략 및 투자 계획 등 외부에 공개되지 않은 정보로 1점, 경제적 유용성(V)은 글로벌 진출 및 R&D 투자 등 고비용·고노력 정보로 2점, 비밀",,,
G500-S3-046,finance,2023년 제3차 주식발행 계획 안,S3(3급공개),S3,S2,1,2,1,2,"재무구조 개선 계획은 예비 공개 자료로 일부 공개되었으나, 자금 배분 비율 및 할인율 등 구체적 내용은 아직 통상적 방법으로 입수하기 어려운 정보로 판단되며, 경",,,
G500-S3-047,tech,AI 기반 이미지 인식 알고리즘 개요서,S3(3급공개),S3,TS,2,2,2,8,"AI 알고리즘의 기술적 특징과 성능 데이터는 경쟁사가 통상적 방법으로 입수하기 어려운 비공지성(S=2)을 가지며, 고해상도 영상 처리 및 다양한 산업 적용 가능성",,,
G500-S3-048,mixed,2023년 4분기 신제품 개발 프로젝트 진행 상황 보고서,S3(3급공개),S3,S1,2,2,1,4,"프로젝트 진행 상황, 예산 사용률, 팀 구성 등 경제적 가치가 높고 내부 협업을 통해 관리되나 외부 공개 시 유출 위험 존재",,,
G500-S3-049,business,AI 기반 고객 서비스 솔루션 출시 공지,S3(3급공개),S1,S3,0,2,0,0,"문서는 제품 출시 계획 및 기술적 특징에 대한 일반 정보로, 공개된 내용에 해당하므로 비공지성(S)은 0점이며, 경제적 유용성(V)은 고비용·고노력 투입을 반영해",,,
G500-S3-050,finance,2023년도 3분기 결산 보고서 초안,S3(3급공개),S2,S1,1,2,2,4,"재무 성과 및 향후 전략 등 경제적 가치가 높고, 내부 일부 인원만 접근 가능한 비밀관리로 S1 분류",,,
G500-S3-053,business,2024 Q3 신제품 출시 전략 및 사업 계획,S3(3급공개),S2,S2,1,2,1,2,"비공개된 전략 및 사업 계획으로 경제적 가치가 높으나, 내부 검토 및 준비 단계에 있어 비밀관리는 제한적임",,,
G500-S3-054,finance,2024년도 상반기 자금 조달 계획서,S3(3급공개),S3,S2,1,2,1,2,"자금 조달 계획은 회사의 재무 전략과 관련되어 경제적 가치가 있으나, 내부 부서와의 협의를 통해 공유되는 등 비밀관리성은 중간 수준이다.",,,
G500-S3-057,business,2025년 신규 서비스 론칭을 위한 전략적 사업계획서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부만 공유(1점)로, 등급은 ",,,
G500-S3-058,finance,2024년도 제2차 유상증자 계획서,S3(3급공개),S3,S2,1,2,1,2,"증자 계획서는 경제적 가치가 높으나(2), 비공개 정보로 통상적 방법으론 입수 곤란(1), 승인된 자(주주 등)에 한해 공개(1)하여 S2에 해당",,,
G500-S3-059,tech,인공지능 기반 고객 분석 알고리즘 개요,S3(3급공개),S3,S1,2,2,1,4,"알고리즘의 고유한 기술 구조와 높은 예측 정확도로 인해 경제적 가치가 크고, 외부 컨설팅사와의 협업을 제외한 내부 관리로 비밀관리성은 중간 수준",,,
G500-S3-060,mixed,Q3 2023 Business Performance Report and Strategic ,S3(3급공개),S2,S3,0,0,0,0,"문서는 재무 실적 및 전략 방향을 외부에 공개한 것으로, 비공지성(S)과 경제적 유용성(V), 비밀관리성(M) 모두 0점으로 S3 등급에 해당함",,,
G500-S3-061,business,AI 기반 스마트팩토리 구축을 위한 투자제안서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부만 공유(1점)로 계산되어 ",,,
G500-S3-062,finance,2023년도 결산 보고서 초안,S3(3급공개),S3,S2,1,2,1,2,"재무 성과 보고서 초안은 주주 및 투자자에게 공개될 예정이지만 현재는 비공식 문서로, 통상적 방법으로는 입수하기 어렵다(S=1). 경제적 가치가 높고(매출, 비용",,,
G500-S3-063,tech,AI 기반 스마트 홈 시스템 개발 프로젝트 요약 보고서,S3(3급공개),S1,S2,1,2,1,2,"기술 개요와 성능 지표 등 경제적 가치가 높은 정보로, 내부 테스트 및 협력사와의 API 연동 등 일부 공유로 비밀관리성은 중간 수준",,,
G500-S3-064,mixed,제4분기 신제품 출시에 따른 마케팅 전략 보고서,S3(3급공개),S1,S1,1,2,2,4,"마케팅 전략, 예산, 출시 일정 등 경쟁사가 입수하기 어려운 정보로, 경제적 가치가 높고 엄격한 내부 관리가 적용됨",,,
G500-S3-065,business,2024년도 [가상기업A] 글로벌 시장 확장 전략 보고서,S3(3급공개),S2,S3,0,0,0,0,,,,
G500-S3-066,finance,2024년 상반기 주식발행 및 자금조달 계획서,S3(3급공개),S1,S2,1,2,1,2,"자금 조달 계획과 사용 내역은 경제적 가치가 높으나, 공개 예정인 정보로 비공지성은 중간 수준이며, 내부 일부 부서에만 공유되어 비밀관리성도 중간 수준이다.",,,
G500-S3-067,tech,2024년 Q3 기술 혁신 성과 보고서,S3(3급공개),S1,S2,1,2,1,2,"문서는 내부 베타 테스트 결과와 향후 공개 계획을 언급하며, 외부 기관과의 공동 연구 데이터를 포함하지만, 핵심 알고리즘 또는 특허 출원 중인 기술은 구체적으로 ",,,
G500-S3-068,mixed,Q3 2023 마케팅 전략 회의록,S3(3급공개),S3,S2,1,2,1,2,"회의록에 포함된 신규 제품 출시 일정, 판매 목표, 할인 혜택, 해외 시장 확장 전략, 예산 분배 등은 경제적 가치가 높으나(2), 내부 직원 일부에게만 공유되었",,,
G500-S3-069,business,[가상기업A] 2024년도 신규 사업 확장 투자 제안서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 제안서로 공개되지 않았으나 내부 공유 가능, 경제적 유용성(V)은 대규모 투자 및 글로벌 확장 계획으로 높음, 비밀관리성(M)은 제안서 특성상 제",,,
G500-S3-070,finance,2024년도 제2차 자금조달 계획서,S3(3급공개),S3,S2,1,2,1,2,"문서는 내부 재무 전략 및 자금 조달 계획을 담고 있어 비공지성(S=1), 경제적 가치(V=2)가 높으나, 특정 부서 및 투자자에게 공유될 뿐 비밀관리성(M=1)",,,
G500-S3-071,tech,AI 기반 고객 분석 시스템 개발 연구 노트,S3(3급공개),S1,TS,2,2,2,8,"신규 AI 플랫폼 개발의 기술적 세부사항과 성능 데이터가 포함되어 있으며, 외부 공개 시 경쟁력 저하 및 기술 유출 위험이 높음.",,,
G500-S3-073,business,가상기업A-가상기관B 협력 프로젝트 기본 협약서,S3(3급공개),S3,S2,1,2,1,2,"프로젝트 계획서로 경제적 가치(V=2)는 높으나, 공동 연구팀 구성 및 회의 진행 등 비밀관리(M=1)는 중간 수준이며, 외부에 공개되지 않음(S=1)",,,
G500-S3-074,finance,2024년도 제3회 주주총회 및 재무제표 공개 안내,S3(3급공개),S2,S3,0,1,0,0,"문서는 외부 공개가 예정된 재무제표로, 비공지성(S)은 0점이며, 경제적 유용성(V)은 1점, 비밀관리성(M)은 0점으로 등급은 S3입니다.",,,
G500-S3-078,finance,2023년도 3분기 재무 실적 공시 초안,S3(3급공개),S2,S3,0,2,0,0,"문서는 외부 공개를 위한 초안으로, 이미 공개될 예정이므로 비공지성(S)은 0점",,,
G500-S3-079,tech,AI 기반 고객 분석 플랫폼 '시큐어트렌드' 출시 발표,S3(3급공개),S1,S3,0,0,0,0,,,,
G500-S3-080,mixed,2024년 상반기 신제품 출시 계획 보고서,S3(3급공개),S3,S2,1,2,1,2,"문서는 내부 보고서로 공개되지 않았으나 직원에게 공유되었으며, 신제품 출시 계획과 가격 등 경제적 가치가 높은 정보를 포함하나 비밀관리는 일부 직원에 한해 이루어",,,
G500-S3-081,business,2024년 Q3 신규 클라우드 SaaS 서비스 출시 계획서,S3(3급공개),S1,S1,1,2,2,4,"문서는 내부 전략을 담고 있으며, 경제적 가치가 높고 승인된 인원에 한해 공유됨.",,,
G500-S3-082,finance,2024년도 제2차 자금조달 계획 안,S3(3급공개),S3,S2,1,2,1,2,"자금조달 계획은 아직 공개되지 않았으나, 내부 부서 간 협의 및 이사회 심의를 거쳐 공개될 예정이므로 비공지성(S)은 1점. 대규모 자금 투자와 사업 확장 계획으",,,
G500-S3-084,mixed,제4차 산업혁명 대응을 위한 AI 인프라 구축 프로젝트 최종 검토 보고서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 내부 보고서로 외부에 공개되지 않음(1점), 경제적 유용성(V)은 200억 원 투자 및 글로벌 시장 확장 전략과 연관(2점), 비밀관리성(M)은 ",,,
G500-S3-085,business,2024년 신시장 진출을 위한 사업계획서,S3(3급공개),S2,S1,1,2,2,4,"전략적 투자 계획서는 경제적 가치가 높고(예상 매출, 투자 규모 등), 경영진 승인을 거쳐 제한된 인원에게 공유되며(비밀관리성), 다만 외부에 공개되지 않았으나 ",,,
G500-S3-086,finance,2024년 상반기 결산 초안 및 재무 전략 보고서,S3(3급공개),S3,S2,1,2,1,2,"재무 상태 초안은 외부에 공개되지 않았으나, 경제적 가치가 높고 제한된 인원만 접근 가능해 S2로 분류",,,
G500-S3-087,tech,AI 기반 고객 분석 알고리즘 개발 프로젝트 보고서,S3(3급공개),S1,S2,1,2,1,2,"프로젝트 개요 및 성과 데이터는 내부 보고서 형식으로 작성되었으나, 경제적 가치가 높고 비밀관리는 제한적 수준으로 판단됨",,,
G500-S3-088,mixed,제4차 산업혁명 기반 스마트팩토리 구축 프로젝트 관련 내부 협의 보고서,S3(3급공개),S3,S1,1,2,2,4,"문서는 고액 투자(18억 원)와 AI/IoT 기술 구축 계획, 경영진 검토사항 등 경제적 가치가 높고, 부서별 승인 후 공개 예정으로 비밀관리가 체계적으로 이루어",,,
G500-S3-090,finance,2024년도 신규 사업자금 조달 계획안,S3(3급공개),S3,S2,1,2,1,2,"자금 조달 방안 및 사용 계획 등 경제적 가치가 높고, 내부 관리가 이루어졌으나 외부에 공개되지 않아 비공지성은 중간 수준",,,
G500-S3-091,tech,AI Image Recognition Algorithm Manual (Version 2.3,S3(3급공개),S1,S2,1,2,1,2,"비공지성(S)은 베타 버전 공개로 인해 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 고정확도 알고리즘과 다양한 분야 활용으로 상당한 비용·노력 투입(",,,
G500-S3-092,mixed,신규 제품 출시 계획 보고서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 내부 전략으로 외부에 공개되지 않음(1점), 경제적 유용성(V)은 50억 원 규모 투자와 신제품 출시 계획으로 상당한 가치(2점), 비밀관리성(M",,,
G500-S3-093,business,2024년 [가상기업A] 신제품 출시 계획서,S3(3급공개),S1,S1,1,2,2,4,"시장 분석, 투자 규모, 기술 특성, 매출 예측 등 경제적 가치가 높고, 비밀관리가 철저히 이루어진 전략 문서로 판단됨.",,,
G500-S3-094,finance,2024년도 제3차 자금조달 계획서,S3(3급공개),S3,S2,1,2,1,2,"문서는 특정 기업의 자금 조달 계획 및 투자 전략을 담고 있어 비공개 정보로 간주되며, 경제적 가치가 높으나 내부 부서 간 협업을 통해 관리되고 있어 비밀관리성은",,,
G500-S3-095,tech,AI 기반 클라우드 플랫폼 '스마트스케일' 공개 계획서,S3(3급공개),S1,S2,1,2,1,2,"내부 논의 자료로 비공개 상태이지만, 경제적 가치가 높고 제한된 인원만 접근 가능해 S2로 분류",,,
G500-S3-096,mixed,제품 출시 관련 부서 협업 방안 보고서,S3(3급공개),S3,S2,1,2,1,2,"문서는 신제품 출시 계획 및 협업 절차를 담고 있으나, 핵심 기술이나 가격 전략 등 경제적 가치가 있는 정보는 제한적으로 공유되어 비밀관리성은 중간 수준이다.",,,
G500-S3-098,finance,2024년도 상반기 영업실적 분석 및 하반기 재무 전략 보고서,S3(3급공개),S3,S1,1,2,2,4,"문서는 특정 재무 성과, 투자 계획, 리스크 관리 방안 등 경제적 가치가 높은 정보를 포함하며, 외부에 공개되지 않았고 내부 관리가 철저히 이루어진 것으로 보여 ",,,
G500-S3-100,mixed,AI 기반 고객 서비스 시스템 구축 프로젝트 개요,S3(3급공개),S2,S2,1,2,1,2,"내부 보고서로 외부 공개 예정 없음(S=1), 고액 예산 및 기술 구체화로 경제적 가치 높음(V=2), IT본부 내부 공유로 비밀관리성 중간 수준(M=1)",,,
G500-S3-102,finance,2024년도 제3차 유상증자 계획서 (초안),S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 내부 계획서로 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 대규모 R&D 및 시장 확장 투자로 상당한 비용·노력 투입(2점), 비밀관",,,
G500-S3-103,tech,AI 기반 스마트 홈 시스템 개발 개요,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부 및 협력사에 공유(1점)",,,
G500-S3-104,mixed,2023년 하반기 신제품 출시 계획 및 마케팅 전략 보고서,S3(3급공개),S1,S1,2,2,1,4,"제품 출시 전략, 가격, 마케팅 예산 등 경쟁사가 알면 경쟁력에 영향을 줄 수 있는 정보로 비공지성과 경제적 가치가 높고, 내부 일부 인원에 한해 공유되어 비밀관",,,
G500-S3-105,business,2024년 하반기 신규 사업 확장 및 글로벌 시장 진출 전략 보고서,S3(3급공개),S3,S1,2,2,1,4,"문서는 신규 사업 전략, 투자 계획, 제품 개발 상황 등 경제적 가치가 높은 정보를 포함하며, 내부 경영진과 외부 전문가에게 공유되었으나 일반 직원에게는 공개되지",,,
G500-S3-107,tech,AI 기반 고객센터 서비스 솔루션 개발 현황 보고서,S3(3급공개),S3,S2,1,2,1,2,"문서는 외부 투자자 및 파트너사 대상 정보 공개를 위한 자료로, 기술적 세부 사항은 내부 문서에서 별도 관리되며, 경제적 가치와 비밀관리성에 따라 S2로 분류됨",,,
G500-S3-109,business,2024년 Q3 신규 사업 개발 계획,S3(3급공개),S1,S1,2,2,1,4,"비공지성(S=2)은 외부에 공개되지 않은 전략 및 기술 정보, 경제적 유용성(V=2)은 고액 투자와 시장 점유율 확대 기대, 비밀관리성(M=1)은 특정 부서 및 ",,,
G500-S3-110,finance,2024년 상반기 신규 자금 조달 계획서,S3(3급공개),S3,S2,1,2,1,2,"자금 조달 계획서는 내부 재무 전략을 담고 있으나, 외부에 비공개된 정보로 경제적 가치가 높고, 일부 부서에만 공유되어 비밀관리성은 중간 수준이다.",,,
G500-S3-111,tech,AI 기반 고객 서비스 플랫폼 설계 명세서,S3(3급공개),S1,S1,1,2,2,4,"문서는 고유한 기술 스택과 개발 계획 등 경제적 가치가 높은 정보를 포함하며, 내부 팀과 외부 사용자에게 제한적으로 공유되나 보안 관리 체계가 적용되어 비밀관리성",,,
G500-S3-112,mixed,2024년 하반기 신규 서비스 출시 계획 보고서,S3(3급공개),S3,S2,1,2,1,2,"전략적 개요로 비공개 정보이지만 통상적 방법으론 입수 곤란, 경제적 가치 높고 일부 내부 및 외부 협력자에게 공유",,,
G500-S3-113,business,AI 솔루션 공동사업 파트너십 검토 보고서,S3(3급공개),S1,S2,1,2,1,2,"프로젝트 계획 및 투자 규모, 기술적 요구사항 등 경제적 가치가 높으나, 외부 공개 시 유출 위험 경고 없고 내부 검토 자료로 비밀관리성은 중간 수준",,,
G500-S3-114,finance,2023년도 제3분기 재무 상태 및 경영 성과 보고서,S3(3급공개),S2,S3,0,1,0,0,"공식 재무 보고서로 외부에 공개된 정보로 비공지성(S)은 0, 경제적 유용성(V)은 1, 비밀관리성(M)은 0으로 계산되어 S3 등급",,,
G500-S3-116,mixed,2024년 하반기 신규 서비스 출시 준비 내부 보고서,S3(3급공개),S1,S1,1,2,2,4,"비공개 예정인 서비스의 기술적·경제적 정보로, 경제적 가치가 높고 보안 관리 체계가 구축되어 있어 S1 등급",,,
G500-S3-117,business,2024년도 주요 협력사 검토 보고서,S3(3급공개),S2,S2,1,2,1,2,"내부 검토용 파트너십 계획으로 외부 공개 경고가 있으나, 경제적 가치가 높고 승인된 인원에 한해 공유됨",,,
G500-S3-118,finance,2024년도 제2차 자금조달 계획서,S3(3급공개),S3,S1,1,2,2,4,"자금계획은 경제적 가치가 높고, 비밀관리가 철저히 이루어진 경우 S1로 분류되며, 해당 문서는 주주총회 확정 문서로 내부 관리가 엄격한 것으로 보여 S1에 해당합",,,
G500-S3-119,tech,AI 기반 고객 행동 분석 알고리즘 설명서 초안,S3(3급공개),S1,S1,1,2,2,4,"AI 알고리즘 설계 원칙과 기술적 구현 방식은 경제적 가치가 높고, 암호화된 클라우드 저장소와 모듈화 구조 등 비밀관리가 체계적으로 이루어져 있어 S1에 해당",,,
G500-S3-121,business,2024년 제4차 산업혁명 기반 인공지능 플랫폼 사업 확장 계획,S3(3급공개),S3,S1,2,2,1,4,"프로젝트 계획서로 경제적 가치가 높고, 특정 파트너사와의 협약 내용이 포함되어 있으나, 외부 공개 여부는 명시되지 않아 비공지성은 2점, 경제적 유용성은 2점, ",,,
G500-S3-123,tech,AI 기반 고객 분석 시스템 개발 프로젝트 보고서,S3(3급공개),S3,S1,2,2,1,4,"프로젝트 진행 상황 및 기술 스펙 등 경쟁사에게 유출 시 경쟁력 저하로 경제적 가치가 높고, 내부 팀에 한해 공유되어 비밀관리성은 중간 수준",,,
